candle_time,time_utc,side,trigger_type,reason_code,reason,price,volume_ratio,zone_distance_atr,extension_atr,ema_1h,ema_15m,oi_dir,cvd_dir,oi_recent_pct,cvd_recent_delta
1790091000,2026-09-22T15:30:00+00:00,LONG,BREAKOUT,EMA_DISTANCE,離 EMA Zone 過遠,86510.7,1.2850642570266393,1.4529082722060331,0.18466926070039807,BULL,BULL,DOWN,FLAT,-0.0028673894081284734,556.2229157073673
1790097300,2026-09-22T17:15:00+00:00,LONG,RETEST,EMA_DISTANCE,離 EMA Zone 過遠,86549.9,0.549448556983114,1.318073088543952,0.3047936843818668,BULL,BULL,UP,UP,0.003578454736232528,458.3149762992546
1790106300,2026-09-22T19:45:00+00:00,SHORT,BREAKOUT,LOW_VOLUME_FLOW,成交量偏低＋資金流不足,86152.3,0.8387500825314121,0.0,0.23929851586336462,BULL,BULL,DOWN,FLAT,-0.004446590185434807,-176.51015001416968
1790107200,2026-09-22T20:00:00+00:00,SHORT,RETEST,VOLUME_LOW,成交量過低,86167.1,0.4974694772594597,0.0,0.1813515308895217,BULL,BULL,DOWN,DOWN,-0.0035357016862117563,-298.20096802178114
1790114400,2026-09-22T22:00:00+00:00,SHORT,BREAKOUT,FLOW_NO_SUPPORT,CVD/OI 未提供有效支持,86011.9,2.2129451939588924,0.7919076161559027,0.7984700382491279,BULL,BULL,DOWN,UP,-0.001582393217804512,529.3264504125642
1790115300,2026-09-22T22:15:00+00:00,SHORT,RETEST,LOW_VOLUME_FLOW,成交量偏低＋資金流不足,86129.0,0.8782453504099836,0.09066161080745104,0.10085095627267908,BULL,BULL,DOWN,UP,-0.0017488530191825946,615.2696782084437
1790118000,2026-09-22T23:00:00+00:00,LONG,BREAKOUT,RISK_RR,SL / RR 結構不適合,86349.4,2.606193283334251,0.8257563874928476,0.4164171357847276,BULL,BULL,UP,UP,0.0033248246233019696,709.0356028810344
1790121600,2026-09-23T00:00:00+00:00,LONG,RETEST,LOW_VOLUME_FLOW,成交量偏低＋資金流不足,86315.8,0.8878550895379964,0.6147442410066127,0.2189842435368395,BULL,BULL,DOWN,FLAT,-0.008442288882773874,3.6503291264522435
1790122500,2026-09-23T00:15:00+00:00,LONG,CONTINUATION,OTHER,離 EMA Zone > 0.75 ATR,86418.3,1.859024278895407,1.0640915809608917,0.445582016470084,BULL,BULL,FLAT,UP,-0.000900279203567167,238.8718554691097
1790125200,2026-09-23T01:00:00+00:00,LONG,CONTINUATION,OTHER,離 EMA Zone > 0.75 ATR,86683.4,2.6995781062183015,1.9365827632077575,0.6383691156194403,BULL,BULL,DOWN,FLAT,-0.0012148111755757585,153.8292034102662
1790125200,2026-09-23T01:00:00+00:00,LONG,BREAKOUT,EMA_DISTANCE,離 EMA Zone 過遠,86683.4,2.6995781062183015,1.9365827632077575,0.943076620051208,BULL,BULL,DOWN,FLAT,-0.0012148111755757585,153.8292034102662
1790129700,2026-09-23T02:15:00+00:00,LONG,RETEST,EMA_DISTANCE,離 EMA Zone 過遠,86537.4,1.2013240505370097,1.0277106997371925,0.25496047005259403,BULL,BULL,DOWN,FLAT,-0.004671796218754909,-206.5319420819271
1790133300,2026-09-23T03:15:00+00:00,LONG,BREAKOUT,EMA_DISTANCE,離 EMA Zone 過遠,86657.2,1.0990023720601576,1.4768700839788784,0.21552430365916367,BULL,BULL,UP,FLAT,0.0033692576380348616,-1.6724898906231667
1790134200,2026-09-23T03:30:00+00:00,LONG,RETEST,EMA_DISTANCE,離 EMA Zone 過遠,86854.8,2.0432391121168068,2.234603987877081,1.1353247794707315,BULL,BULL,FLAT,FLAT,0.0008332560988615345,120.38828737653307
1790136900,2026-09-23T04:15:00+00:00,LONG,BREAKOUT,EMA_DISTANCE,離 EMA Zone 過遠,86975.8,4.219063790153183,2.112066069456772,0.1835303546383616,BULL,BULL,DOWN,UP,-0.0074725882322339565,701.8066903759599
