version,id,setup_id,track,side,structure_label,entry_time,entry_price,tp1,tp2,sl,risk_atr,ema_1h,ema_15m,zone_distance_atr,volume_ratio,oi_dir,cvd_dir,oi_recent_pct,cvd_recent_delta,anchor_price,defense_price,ret_15m,ret_30m,ret_1h,ret_2h,mfe,mae,tp1_hit,terminal_outcome,final_result,duration_min,entry_reason
V7_OKX_FORMAL,1,1,PREPARE,LONG,HH→HL,1790271000,84140.8,84372.56000000001,84604.32000000002,83909.04,0.5095866314863895,BEAR,BULL,0.14882893835046448,0.35182951503730026,DOWN,FLAT,-0.005349711676932989,28.77706898634496,,,,,,,,,False,,,,STRUCTURE_PREP | HH→HL
