id,setup_key,side,trigger_type,opened_iso,closed_iso,status,entry,sl,tp1,tp2,risk_atr,trigger,extension_atr,trend_1h,ema_position,volume_ratio,regime,space_r,oi_dir,cvd_dir,flow_quality,mfe_r,mae_r,duration_min
1,BO:S:1790334000,SHORT,有效突破,2026-09-25T12:02:21+00:00,,OPEN,84635.0,84858.74607142857,84411.25392857143,,0.8662016425628266,84661.4,0.10220391007380893,BEAR,偏離,1.0207946867404014,TREND,1.2473962032853279,UP,FLAT,普通,5.371267492326333,0.0,931
